,absolutely,acne,actually,adovia,affordable,amazing,application,apply,argan,art,average,away,awesome,axe,bad,bar,base,beautiful,beauty,best,better,big,bit,black,blush,body,bottle,bought,brand,brush,brushes,buy,care,cheap,clay,clean,cleans,cleanser,cleansing,clear,coat,color,colors,concealer,conditioner,cool,coverage,cream,creamy,cute,daily,dark,daughter,day,days,dead,deal,decent,deep,definitely,designs,did,didn,difference,different,disappointed,disposable,does,doesn,don,dont,dotting,dove,dry,dryer,drying,easy,effective,exactly,excellent,expected,expensive,eye,eyelashes,eyes,eyeshadow,fabulous,face,facial,fantastic,far,fast,favorite,feel,feeling,feels,finally,fine,flat,foundation,fragrance,free,fresh,frizz,fun,gel,gems,gentle,gets,gives,goes,good,gorgeous,got,greasy,great,hair,hands,happy,hard,heavy,helps,high,home,horrible,hot,hype,impressed,inexpensive,iron,item,job,just,kids,know,lashes,lasting,lasts,leave,leaves,left,light,lightweight,like,liked,line,little,long,look,looking,looks,lot,lotion,lots,love,loved,lovely,loves,make,makes,makeup,mascara,mask,meh,men,mild,mineral,miracle,moisture,moisturizer,moisturizing,money,moroccan,mud,nail,nails,natural,need,needs,new,nice,night,non,nyx,oil,oily,ok,okay,olay,old,opi,palette,pay,perfect,pink,plates,pleasant,pleased,polish,powder,pretty,price,primer,product,products,professional,protection,purchase,pure,quality,quick,quickly,razor,real,really,recommend,red,refreshing,results,review,rhinestones,right,salon,say,says,scalp,scent,scrub,sea,sensitive,serum,set,shadow,shampoo,shany,shave,shine,shiny,silky,simple,simply,size,skin,small,smell,smells,smooth,soap,soft,soothing,spf,spray,stamper,stamping,stars,sticky,straightener,strong,stuff,suave,summer,sun,sunscreen,super,sure,surprised,tape,texture,thing,think,time,toner,tool,tools,treatment,tried,try,use,used,uses,using,value,variety,ve,vitamin,wash,waste,way,wen,white,wife,wipes,wonderful,work,worked,working,works,worth,wow,yes
62,1,0,0,0,1,4,3,1,0,0,0,0,4,0,0,0,0,0,1,20,2,0,0,1,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,1,0,0,0,0,2,4,0,0,2,0,1,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,13,0,0,0,21,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,2,2,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,4,1,0,12,1,0,0,0,0,1,2,1,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,7,0,0,1,0,1,0,1,0,0,2,0,3,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,1,1,0,2,0,0,1,0,0,0,3,2,1,1
63,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,4,4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,5,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,11,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,5,0,0,0,1,1,1,1,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,14,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,3,1,16,0,0,0,0,2,0,0,2,2,4,0
64,0,0,2,0,2,5,1,0,0,0,1,0,1,0,2,0,0,0,0,5,6,0,3,0,0,0,3,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,1,0,2,0,4,4,6,1,0,0,8,3,3,0,0,0,2,0,0,0,3,2,0,1,3,2,0,2,0,0,3,0,1,6,3,1,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0,0,2,19,0,0,1,0,0,0,2,0,0,0,1,3,1,0,0,1,3,0,2,0,1,0,0,0,0,1,1,2,0,0,3,1,2,0,0,2,3,0,13,1,0,0,0,1,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,9,3,1,0,0,0,4,3,0,1,0,0,0,3,0,0,1,1,0,1,3,2,0,26,2,0,0,1,0,1,1,0,0,0,4,0,0,0,19,1,0,0,0,0,1,0,1,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,16,1,1,1,2,0,2,0,2,0,0,0,5,0,0,2,1,0,0,1,0,0,5,0,0,2,1,0,2,0,0,0,0,0,0,4,2,0,2,1,0,2,0,0,0,0,0,0,1,0,0,4,0,1,16,0,0,1
65,0,0,0,0,0,5,0,0,0,0,0,1,2,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3,2,3,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,1,0,1,0,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,11,0,0,0,0,1,1,3,0,0,0,12,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,3,0,0,0,0,1,3,0,0,0,1,0,19,1,3,0,6,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,1,2,0,1,0,0,0,1,0,0,2,1,2,1
66,0,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,14,0,2,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,1,0,0,0,0,0,11,1,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,2,6,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,3,15,42,16,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,4,1,2,0
67,0,0,0,0,0,6,0,0,0,7,0,0,12,0,3,0,0,2,0,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,1,0,0,8,0,0,1,8,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,1,0,43,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,1,19,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,20,4,0,2,0,2,6,0,0,0,0,0,0,2,0,0,0,0,2,4,0,28,0,0,6,0,0,9,0,12,1,0,0,1,0,2,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,4,1,0,0,2,2,0,0,0,0,1,5,0,0,2,3,3,0
68,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,2,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,1,2,0,1,0,1,1,0,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,14,30,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,8,1,0,2,5,2,0,0,1,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,10,0,1,0,0,0,2,0,0,0,1,3,0,0,0,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,5,0,0,0,0,5,1,1,2,0,0,1,0,0,3,1,0,0,0,0,2,5,0,1,12,1,2,0
69,0,1,0,0,0,2,0,0,0,0,0,3,4,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,12,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,2,1,0,0,0,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,2,0,1,0,0,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,0,2,10,1,1,0
70,0,0,0,0,3,3,0,0,0,11,0,0,16,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,1,3,0,0,5,0,0,0,8,0,0,0,0,0,0,4,1,0,0,3,3,0,0,7,1,0,2,0,1,0,46,0,0,0,0,6,0,5,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,25,0,4,0,93,0,0,3,2,0,0,1,0,0,0,0,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,2,0,0,0,0,0,58,2,1,3,1,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,18,4,0,1,1,0,15,0,0,0,0,0,2,4,0,0,0,0,1,19,2,0,0,2,0,0,7,17,0,16,0,1,0,3,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,5,0,12,28,0,0,0,12,1,1,1,3,5,0,0,0,0,6,0,0,0,0,1,4,1,0,10,5,0,0
71,1,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1,0,2,0,5,2,2,0,0,0,0,0,1,1,38,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,21,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,1,7,0,2,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
72,1,0,0,0,1,5,0,0,0,0,0,0,4,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,1,12,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,52,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,29,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,5,0,1,0,1,0,9,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,5,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,4,2,0
73,0,0,0,0,2,2,1,0,0,0,0,1,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,7,43,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,5,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,39,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,20,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,9,0,4,1,0,0,0,0,15,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0
74,1,0,0,0,0,2,1,0,0,0,0,0,2,0,1,0,0,1,2,5,2,0,0,0,2,0,0,0,0,51,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,1,0,0,0,0,0,16,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,5,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,3,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,1
75,1,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,1,0,17,12,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,2,0,1,1,0,0,0,9,0,0,1,1,0,0,0,0,0,0,1,0,2,0,2,4,0,0,0,0,0,2,0,1,0,3,0,0,0,20,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,9,0,0,0,1,6,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,3,1,1,0,1,0,0,0,0,0,3,0,0,0,0,5,1,0,0,1,1,0,0
76,0,0,1,0,0,2,0,1,0,0,0,1,4,0,2,0,0,2,0,3,3,3,1,0,0,0,0,0,1,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,1,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,23,1,0,1,4,1,0,0,0,3,0,0,0,1,0,1,0,2,0,2,22,0,0,0,0,0,0,0,7,1,1,3,8,7,4,3,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,1,0,1,11,0,0,0,0,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,4,13,0,5,0,1,0,0,0,3,0,0,0,1,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,15,2,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,19,1,1,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,2,26,0,0,0,0,0,0,0,6,0,0,2,5,4,5,1,1,0,2,13,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,12,0,0,0,0,0,8,5,0,0,0,0,3,4,0,0,0,0,0,0,3,18,0,4,0,0,0,1,0,4,0,0,0,1,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0
78,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,14,21,1,0,0,0,0,0,0,0,6,0,1,0,1,0,2,2,0,0,0,0,0,0,0,1,1,0,2,0,1,1,1,2,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,7,0,1,0,2,0,2,1,0,0,0,2,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,1,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1,6,1,1,0
79,0,0,0,0,0,4,0,0,0,5,0,0,6,0,1,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,5,21,0,0,1,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,24,2,0,0,44,0,0,3,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,2,0,2,1,2,0,0,3,20,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,9,5,0,0,0,1,20,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,10,12,0,14,1,0,0,1,0,7,0,0,0,0,4,0,0,0,1,0,19,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0
80,0,0,0,0,1,2,0,0,0,14,0,0,4,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,24,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,18,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,2,0,2,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,0,1,0,10,0,0,0,0,0,4,1,0,0,0,0,1,2,0,0,0,0,0,0,10,6,0,10,1,0,0,0,0,3,0,0,0,1,2,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,0
81,0,0,0,0,0,0,0,0,0,5,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,17,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,16,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,5,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
82,2,0,0,0,0,1,0,1,0,0,0,1,3,0,1,0,0,5,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,32,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,1,0,0,0,2,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,5,1,0,3,4,1,1,3,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,9,0,0,3,3,0,0,0,0,0,2,12,0,0,0,0,0,11,2,0,3,0,0,0,0,1,1,0,0,0,1,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
